T_20_CENS_Total,T_20_CENS_White,T_20_CENS_Hispanic,T_20_CENS_Black,T_20_CENS_Asian,T_20_CENS_Native,T_20_CENS_Pacific,T_24_ACS_Total,T_24_ACS_White,T_24_ACS_Hispanic,T_24_ACS_Black,T_24_ACS_Asian,T_24_ACS_Native,T_24_ACS_Pacific,V_20_VAP_Total,V_20_VAP_White,V_20_VAP_Hispanic,V_20_VAP_Black,V_20_VAP_Asian,V_20_VAP_Native,V_20_VAP_Pacific,V_24_CVAP_Total,V_24_CVAP_White,V_24_CVAP_Hispanic,V_24_CVAP_Black,V_24_CVAP_Asian,V_24_CVAP_Native,V_24_CVAP_Pacific,V_24_CVAP_BlackAlone,V_24_CVAP_AsianAlone,V_24_CVAP_NativeAlone,V_24_CVAP_PacificAlone,E_16_PRES_Total,E_16_PRES_Dem,E_16_PRES_Rep,E_20_PRES_Total,E_20_PRES_Dem,E_20_PRES_Rep,E_24_PRES_Total,E_24_PRES_Dem,E_24_PRES_Rep,X_22_2022_Education_NoHS,X_22_2022_Education_HS,X_22_2022_Education_SomeCol,X_22_2022_Education_Assoc,X_22_2022_Education_Bach,X_22_2022_Education_Master,X_22_2022_Education_Prof,X_22_2022_Education_Doc
103341,57945,13608,16582,14070,1879,188,110117,57211,16518,20480,16242,1538,282,74927,43939,8897,11364,9777,1362,114,69563,42708,6811,11974,7585,477,4,11356,7125,66,4,39571,12184,25736,52520,21187,30531,55681,23380,31789,5911,14622,11021,5854,18848,8388,1718,1191
98871,42769,14582,32434,8977,1841,147,103387,37393,16707,38999,9962,1694,107,71585,33063,9591,21987,6508,1284,85,67543,28436,7914,25210,5203,469,31,24283,4805,81,31,37819,15219,21201,49387,25299,23440,53467,28848,24130,5219,15147,12565,5774,15799,5826,689,1005
100017,39231,19083,23391,18001,2032,180,100776,36745,20652,25781,17927,1231,136,76056,31979,13140,16869,13670,1423,112,64863,30759,8391,15568,9345,486,38,15066,8976,72,38,36622,16463,18372,46117,24667,20694,46254,24542,21074,6230,12443,10866,5866,19207,7288,1289,751
102998,29996,18938,24745,29295,1769,236,103141,29705,18868,25730,28873,1037,118,80098,25582,13096,17869,23215,1289,168,64433,25074,6595,16656,15495,305,8,16046,14906,91,8,32199,17040,13849,43014,25900,16506,43209,25323,17296,4791,11500,8815,6908,22356,8555,2017,1117
99348,19319,34096,30923,15773,2465,174,109370,20412,38381,35660,17189,864,128,73579,16114,23128,22134,12438,1783,133,60866,15616,11516,22846,10390,213,0,22181,10131,31,0,28133,18364,8752,35419,24172,10843,33842,21256,12071,10317,17183,12730,5336,12271,5157,1054,620
101315,31996,19939,39595,9912,2218,136,107771,30428,23254,44216,10459,2496,189,74622,26655,13303,27115,7314,1544,95,69273,24604,9413,28088,6343,739,20,26921,5842,37,20,37528,19799,16510,46102,28147,17354,46902,28934,17391,7681,16351,13851,6786,15549,6019,1100,952
103990,23055,13935,62664,5162,1965,226,109167,24211,15321,66917,5131,1352,854,76062,19608,8843,43960,3774,1435,147,72977,20021,7142,42819,2520,502,12,41570,2250,170,12,40078,26653,12413,50165,37100,12560,51573,38146,12998,4795,16979,14278,7365,15669,6951,976,1015
102174,33177,24335,23846,20459,2489,154,101493,30029,26861,21828,22274,1915,118,75687,27549,15802,16574,15286,1737,95,58340,24343,8351,14442,10732,440,46,13829,10210,94,46,36411,18065,16820,44511,25543,18311,44205,24741,18667,11536,14143,9632,5774,15129,6644,1313,1574
100036,12337,54119,22294,11840,3489,208,88619,12465,47252,18832,10818,1860,373,72084,10633,35579,16542,9515,2399,142,40783,10510,12199,11771,5672,313,96,11460,5548,109,96,18810,13334,4785,23797,16957,6526,22879,14828,7755,13878,14526,8486,4903,10019,3188,768,760
96644,48582,14432,18225,14560,1713,146,98306,49440,14299,20317,13712,1297,41,74116,38845,9702,13877,10909,1194,107,65091,39122,4749,14725,6166,385,5,13985,5794,30,5,40095,19920,18286,48358,27926,19751,48213,27741,19884,3330,8259,7792,5621,24432,12589,3018,1552
98180,36976,32164,17911,10765,3153,156,99126,35397,29668,21138,13350,5666,164,76403,31127,21670,14613,8580,2286,122,60207,29446,7680,15301,7171,427,46,14783,6734,103,46,32012,19943,10536,39449,26738,12103,38549,25704,12285,9220,10477,7324,3418,19905,10216,3351,1845
97884,55448,16391,14263,10812,1867,109,94145,52545,14791,16716,9330,2506,54,79764,46808,11089,12273,8766,1417,81,65664,44026,4379,11475,5191,402,10,11053,4576,31,10,41100,27146,11898,48636,35236,12692,49253,36194,12472,3118,5517,5850,2324,23180,13377,4521,3973
101075,33391,5883,48712,12579,1487,145,103061,33002,7267,52824,10917,2509,439,76528,26634,4221,36937,8282,1142,112,68545,26233,2727,34865,3806,694,24,33571,3479,68,24,38440,33036,4136,46898,41165,5146,47435,41034,5839,7244,15435,10874,3748,16107,9314,3019,2481
103161,22330,8827,62639,9499,1655,167,105804,22296,7977,67006,8018,1149,483,79182,19601,6032,46532,6859,1265,109,71204,19426,2575,44544,3981,483,91,43802,3834,91,91,40335,30630,8542,46820,37048,9263,45384,34684,10156,7902,16963,13702,6795,15329,7616,1970,1459
95394,3013,4031,87967,1175,1228,102,100501,4002,4933,90253,1481,829,112,72938,2718,2636,67053,876,891,76,75050,3512,2015,68544,588,418,41,67731,584,29,41,39882,37646,1660,46893,44170,2368,45538,41885,3385,5915,17814,14368,7927,13611,6011,761,994
99640,2322,2602,94568,895,1176,94,98231,3797,3621,90823,1336,901,265,76791,2076,1818,72718,656,886,69,72636,3442,1401,66864,454,471,0,65485,406,101,0,43561,41711,1349,50917,48460,2078,49736,46322,3104,5145,17666,16837,7174,12608,6456,745,952
99754,20705,3872,73224,1928,1291,120,94753,21627,5649,64986,2382,2054,161,80311,18032,2824,57671,1571,992,96,73113,18925,2690,49252,1345,710,8,47896,1097,230,8,45394,42234,2040,53950,50440,2965,52817,48677,3642,6476,18236,12809,6135,16859,7711,1720,1516
97437,48052,7038,11649,29436,1030,144,96158,46394,6667,12014,29599,1016,142,72598,37840,4705,8279,20857,719,97,60440,35585,3269,7069,14347,170,13,6265,13997,43,13,41972,19250,20908,52557,28932,22984,51783,27528,23453,2886,4970,7718,3659,25456,15503,2471,2721
103143,62649,8406,11860,18481,1549,154,105445,58090,9517,15683,19838,1411,60,77169,48805,5860,8497,12697,1105,107,67815,45422,5064,10082,6640,377,7,9290,6170,50,7,43257,17437,23799,55723,26581,28418,57873,26414,30597,2708,4787,8288,2867,29636,17487,2601,1761
99209,59642,15436,16440,6118,1862,130,100046,58942,16468,16501,5637,1078,186,78017,49179,10520,12322,4590,1386,103,68944,48125,6026,11083,3107,359,7,10037,2671,60,7,44872,20458,22136,54237,29271,24135,54122,28656,24770,3596,8652,10077,4056,27585,12110,2937,1503
96265,64918,5734,9779,13917,1342,85,92561,63525,6241,9126,12156,721,118,73823,51064,3954,7561,9696,1007,53,66639,50016,3678,6583,5966,285,26,6257,5488,41,26,49124,21054,25714,58387,29881,27584,58822,30334,27733,1031,5669,8082,2836,27979,14496,4432,2172
99192,52352,13775,20585,11647,1476,186,96846,49208,11390,26072,10753,1420,190,82954,45571,9903,17116,9473,1171,127,71779,42198,5366,18894,4322,369,0,17490,3869,74,0,37240,20848,14555,47206,29696,16873,47224,29526,17171,2222,6568,9743,3276,30860,14482,4050,1522
98000,64422,6642,16348,9703,1239,164,99573,61013,7237,19409,11873,1408,152,84461,55192,5557,14420,8472,1010,143,77391,50160,4486,15457,6267,450,123,14309,5363,38,123,40335,23001,15162,50142,32149,17330,50851,32833,17462,1551,3280,5695,2118,28845,15608,5303,2374
99887,12472,4529,81390,1978,1417,177,102448,17779,5004,77138,3462,1867,484,79676,10734,3212,64388,1608,1088,144,80108,15371,2930,59037,2048,1161,19,57409,1747,91,19,37212,34271,2049,41678,37988,3171,44527,40069,4036,8271,20721,12438,3520,14646,6001,1303,1034
98868,25176,6231,64028,3561,1473,142,100442,26327,5752,62489,5501,1753,56,80455,22688,5113,49497,3120,1159,123,78891,23819,3584,46872,3948,772,4,45743,3343,248,4,34394,31372,2002,41191,37670,3015,45004,40788,3730,6515,14989,9969,5067,15769,7674,2137,1405
96216,62694,7523,16072,8718,1385,149,95236,60312,8006,18258,8657,1358,71,83795,55514,6032,13678,7502,1107,115,78519,53752,5047,14091,4659,368,28,12911,3877,35,28,47204,38073,6966,57480,48259,8434,55437,46197,8606,1764,4600,6817,2394,29893,17455,7418,3469
100566,68726,9072,11571,8558,2000,154,102804,69576,10385,12984,7833,1739,167,76582,54307,6095,8209,5987,1446,103,73191,54531,5209,8426,4228,671,6,7611,3735,27,6,52463,19418,30320,61105,28183,31727,61581,29326,31457,2687,10397,12877,4807,24128,10908,2305,1300
99280,60636,10828,20559,5596,2176,156,102336,62000,11945,21158,6391,1063,86,75535,48354,7253,14450,4042,1526,109,71506,48258,5251,14107,3370,378,5,13355,2698,81,5,46334,16566,27715,56229,24648,30679,58291,26045,31677,3662,12249,12276,5697,20473,8339,1719,1418
98097,59730,8631,23354,4969,2033,152,98744,56925,8191,26685,5860,1369,129,77233,48929,6034,17354,3678,1475,109,74678,47762,4284,18250,3495,614,11,17466,2961,37,11,46103,17525,26472,55360,25963,28437,57758,28207,28954,2995,11275,10917,4799,21270,8608,1888,971
98659,40190,18974,30738,5819,2323,153,96817,38651,17083,31402,7574,1776,204,77337,34297,12740,23353,4403,1717,107,63236,32840,5385,21654,2751,382,37,20419,2343,88,37,36047,19933,14441,42660,26150,15735,42687,25697,16483,6834,12152,12208,4774,20422,7752,1472,817
96692,33559,24077,31795,6513,2204,145,99290,33051,24820,33393,7180,2642,116,76712,29644,16421,24595,5144,1643,116,66020,29617,8378,23800,3444,625,99,22378,2897,66,99,30041,18765,9818,37961,25707,11548,38562,25850,12338,7069,11636,12542,4548,20034,7746,1509,887
98711,24764,19188,52187,2538,2241,181,100450,24028,20061,54191,2225,1444,383,74785,21761,12334,38289,1920,1673,120,70145,21705,8217,38644,880,467,54,37611,746,36,54,37518,25385,11153,46285,33523,12236,47916,34870,12668,6564,17809,13827,6567,14837,5626,1061,1015
96261,31200,15632,44591,4731,1842,144,100178,31466,19114,44142,5278,2009,185,74031,26304,10265,33472,3657,1392,97,68772,27493,7025,30616,2944,570,8,29567,2681,32,8,39915,26024,12358,48152,34355,13185,48039,34504,13113,5436,12012,12694,4629,20459,9131,2807,1095
96369,1632,2809,91961,634,1007,91,97744,1163,2947,93350,1664,643,0,73322,1470,1884,69882,445,798,68,70757,1154,1434,67584,387,388,0,66905,288,35,0,42287,40628,1149,48947,46725,1922,50085,47114,2706,5447,16458,10765,5669,15344,8899,2264,1157
96546,7480,8508,79561,1274,1426,103,93039,8284,8492,75210,1598,623,16,74051,6713,5562,60861,984,1068,67,66983,7732,3290,54562,1158,275,5,53745,1024,4,5,34999,32051,2327,40005,36650,2987,39951,36131,3473,6642,18561,12335,6062,11959,5845,657,640
101379,20510,7033,72499,1324,1433,112,110371,20263,8137,79542,1734,771,0,75877,17013,4666,52994,968,1052,71,78180,16401,3991,56475,859,295,12,55692,708,14,12,36272,25565,9990,45765,34065,11256,50186,37957,11913,6150,18538,14016,6980,13845,5565,753,630
99667,30726,11858,54436,2231,2101,209,102782,27954,14618,57388,2322,1567,499,75552,26062,7592,39578,1700,1601,139,72937,24055,6175,40301,1326,615,137,39026,1152,92,137,39372,23004,15254,46766,31329,14875,47363,33317,13690,6551,19323,14166,6387,11779,6149,1048,520
97247,50330,8265,35557,1690,2313,153,99632,49115,7859,39509,1952,1160,65,72034,39600,5227,24765,1148,1687,108,71705,39422,3849,27174,718,409,8,26279,500,51,8,37559,14503,22010,47739,21722,25430,49475,23511,25681,6730,20440,14629,4595,11011,4204,733,746
95688,64322,7046,20491,2027,2112,178,103071,65554,9899,23585,2554,2571,218,69484,48521,4470,13661,1338,1559,97,72684,50985,5016,14412,1102,515,105,13941,746,67,105,35820,9219,25471,49040,15961,32375,56739,20222,36113,4961,17507,16949,6046,11677,4659,661,626
104094,64024,4373,31215,2585,1962,161,106416,64671,5100,32745,2688,1072,54,79380,50675,2730,22633,1851,1433,102,79376,51501,2279,23750,1108,743,7,23064,719,86,7,42425,13799,27686,50040,17035,32462,53657,17733,35675,7048,23502,16038,6870,9871,5045,1435,1004
102658,82062,6925,10271,878,2526,115,106233,85149,7627,10105,1036,2242,135,78019,64242,4096,7166,612,1863,77,78892,67182,2876,7357,379,1374,4,6761,284,33,4,36997,6283,29871,46332,7838,38077,52372,8288,43900,11500,29157,13975,4508,6920,2630,1027,590
100674,65238,8996,22846,1503,2491,112,105179,66522,10224,24192,1518,3488,125,76767,51634,5761,16590,1048,1860,84,75052,52906,3408,15894,667,1910,4,15500,477,208,4,36537,11264,24124,45168,14668,29829,49867,16019,33562,9767,20661,14057,5056,8776,3415,1203,396
99009,74671,5004,15655,1640,1937,111,102550,76416,5964,15980,2063,2321,82,77348,60192,3114,11317,1172,1453,52,77746,61831,1916,11546,1128,1372,5,10807,981,147,5,38479,8792,28834,47607,11041,36091,52847,11310,41334,12381,24637,14384,6150,7251,3599,919,435
101077,80252,8723,7125,2599,2401,125,111437,86802,11593,9258,3317,1593,193,75849,61785,5498,4900,1819,1746,83,81366,67595,5212,5926,1860,590,0,5285,1689,42,0,36627,5473,30134,49794,9056,40108,61520,12130,49075,9883,23136,13834,6236,11347,3759,1181,404
100419,55183,32186,9669,1720,2996,119,104047,56848,32930,11121,2717,1617,375,75140,45492,20098,6828,1293,2200,81,67158,46955,10417,7297,1471,582,9,6651,1201,21,9,31724,7932,22742,39933,11429,27888,44049,12099,31682,14085,20705,12454,4033,8933,3559,1737,991
95582,59625,23977,6949,3494,2313,91,101242,60286,28069,7975,3516,1139,158,73206,48816,15532,4999,2549,1678,55,67694,50444,10051,4766,2035,340,8,4512,1708,29,8,35927,7950,26774,47260,13119,33460,54166,15726,38089,10671,15780,13591,5302,12094,4176,1268,1045
98414,51082,7193,5669,33014,1188,107,103087,50133,7919,6090,38063,747,49,69529,39246,4724,3857,20678,734,65,61772,39068,3550,3816,15031,212,5,3707,14525,30,5,38505,11850,25063,49815,20098,29028,51760,21036,30072,2195,6250,7910,3406,25604,14598,1836,1360
104939,69472,13014,5918,13997,2138,124,112169,73940,13067,6083,17215,2362,341,75696,52813,8306,3870,8913,1477,79,72346,56502,6141,3651,5093,543,0,3175,4035,60,0,38888,8599,28560,53189,16502,35866,57885,17924,39366,5089,11147,11825,5049,23914,10007,1451,1131
96711,80297,8189,3590,2049,2505,131,103976,85907,9956,4394,2492,1578,377,73282,62405,5167,2348,1373,1788,86,75554,67606,4235,2076,1027,463,29,1665,771,23,29,41677,6179,33916,55698,11444,43339,63925,14083,49385,5876,16000,14685,5319,17498,7155,1390,593
101656,73209,12428,9561,3963,2362,132,107296,79349,10974,10883,4385,1381,633,77752,57906,8442,6706,2769,1694,102,77408,62241,5285,6568,2496,375,80,5899,2033,34,80,41399,10963,28319,54796,18871,34935,60627,21038,39034,4417,14701,14794,6105,21780,6074,1069,722
103481,71907,15974,9784,3185,3054,163,108432,71620,19160,12296,3825,3937,340,77567,56568,10076,6652,2194,2203,117,74935,57646,6997,7707,1678,617,12,7199,1486,53,12,42143,10265,29973,53196,16833,35445,57465,18738,38271,6113,15081,16497,5469,18155,6155,1304,936
95838,70374,9870,11670,1528,2676,124,100852,74463,11263,12254,1865,1051,571,74286,56689,6334,8187,1110,2055,86,75283,59754,5492,8539,812,392,204,8090,572,25,204,35210,7491,26626,45353,11069,33681,51394,12616,38473,7911,23513,14001,4745,10071,3438,798,679
103818,71101,11942,16591,1797,2884,98,105264,71877,12844,17272,1933,1920,154,79477,57056,7437,11688,1312,2136,58,77127,58478,5287,11416,957,716,58,10393,853,38,58,36095,9527,25411,44467,12842,31005,49222,14085,34854,10466,22599,14459,5179,9526,3833,1472,771
95336,82543,3292,5928,799,2514,109,96200,83576,3704,5666,1024,2065,269,75240,65961,2049,4467,557,1965,60,75171,67414,1848,4031,535,1228,88,3720,240,104,88,34767,5663,28122,42393,7114,34742,46308,7713,38382,11729,24590,14636,5759,6152,2723,642,458
101937,88994,3339,4598,1573,3045,199,102446,90163,4105,3262,1751,2905,161,78802,70055,2102,2906,1089,2283,112,79194,71918,2068,1925,1123,2062,24,1596,881,94,24,38226,7081,29854,46774,10140,35936,50259,11297,38673,8239,23488,16497,6313,10629,4198,1163,533
102191,82111,9604,6070,1746,2704,146,105030,84795,10695,5541,1911,2477,282,81731,67945,5959,4408,1297,2067,103,80108,70366,3595,4036,848,1175,17,3674,749,18,17,40590,6974,32547,49872,9484,39869,55640,10311,45080,11197,24599,14928,4757,9607,4843,1400,1009
101042,90630,3905,1752,1044,3224,95,104562,94284,4485,2301,1170,1636,147,83643,75882,2781,1220,785,2486,64,85854,80002,2412,1552,733,1104,26,1332,568,108,26,43333,7056,35084,55110,10002,44503,62538,11090,51123,9368,22788,15036,5668,11285,4767,1843,1066
101767,89598,6769,1281,970,3131,77,108418,94914,8072,1547,1380,2850,117,82181,73923,4197,780,712,2369,62,85761,79290,3633,793,651,1261,53,600,353,56,53,43027,6116,35807,55361,9131,45598,65047,11276,53433,8904,23956,16126,6662,12991,4905,1571,839
97517,75481,14871,3475,1149,3353,91,99662,77079,16180,4686,1560,2528,274,73710,59230,9288,2260,817,2476,57,72410,61467,6930,2403,683,516,151,2083,469,57,151,31303,4981,25532,39422,6686,32348,45074,7441,37460,15106,23248,13645,4547,5714,2825,675,378
102864,57875,36916,4919,1741,4146,81,103598,57517,38573,5195,2025,3644,249,76262,46881,23553,3349,1211,2834,60,66886,46623,15402,3260,1090,499,28,2737,778,12,28,30398,7937,21537,36746,10670,25636,39828,10953,28655,17181,21079,12381,3743,7260,3540,1235,373
100675,25157,12373,2153,48275,4571,38103,106389,24656,13776,2837,54628,4519,41041,79260,22668,7854,1400,36706,3065,25036,79967,22071,7776,1054,24443,578,9245,776,20602,111,9245,32993,21949,7831,43692,30407,12206,41077,26630,13511,5180,21983,14415,9348,13072,4668,1275,1320
99954,39531,9902,1835,34270,3803,30345,99380,36960,10227,2036,37003,4187,31638,79451,35459,6517,1199,25094,2691,19880,72457,33063,5703,1029,13918,1230,6874,701,11521,207,6874,31874,19310,9670,44122,28324,14691,41746,25533,15237,5117,20327,16848,7356,14798,6249,1984,1112
99794,35883,10065,1834,41067,3275,24547,99585,33377,11363,1548,45687,2517,23938,79350,31662,6790,1279,31155,2304,16155,72438,29092,6479,771,20713,749,5031,549,18082,153,5031,32536,21116,8177,43759,29621,13102,39508,24925,13661,5741,20521,16646,6866,15052,5283,1722,761
92477,23542,9166,1635,44074,2793,32885,91122,20891,8665,2124,46118,2525,33768,72146,20627,6026,1122,33249,1842,22289,66081,18238,5324,760,20387,454,8832,445,18017,27,8832,29564,18562,8407,40202,25922,13420,35055,21264,13147,3884,20226,13271,6216,13081,4934,1658,926
92503,26883,8745,1523,42744,3037,30175,90777,26028,9326,1527,44188,3421,28224,71894,23306,5719,1000,31873,2008,19774,64999,22340,5385,767,19716,617,6708,549,17602,61,6708,30801,18417,9498,39589,24031,14718,35404,19988,14671,4517,18096,13473,7108,13433,4060,1201,981
100803,20890,5525,1782,68297,2199,16916,100137,21202,5224,1667,67634,1665,16569,83168,18831,3873,1182,55501,1491,11842,77235,17882,3668,934,43137,305,3350,712,39509,70,3350,43124,27751,12655,53999,37419,15775,48249,32585,14802,3225,12777,11620,7205,24011,10135,4135,2190
100545,10772,5221,2132,72085,1723,23362,98797,11406,5118,2330,71356,1609,21032,81302,9647,3666,1486,58896,1161,15913,72001,9877,3293,919,44887,210,5201,650,41229,14,5201,31461,21072,8348,39029,26523,11906,32292,21332,10388,7546,18872,11945,7605,16130,6122,2946,1710
101641,20461,7018,3571,63925,2262,16881,99917,20864,6198,3877,63102,1629,16238,89552,19661,5677,2869,55603,1763,12717,74728,19323,4746,2255,38475,434,3124,1616,35370,86,3124,29408,19580,7785,39089,26759,11605,34534,23549,10245,5427,17207,14312,8143,21023,9023,2316,2223
98897,13940,6985,4621,65868,1862,18952,97991,13848,9817,5553,63646,2084,18894,79612,11574,4811,3168,54409,1329,13265,67167,11147,5570,2747,37594,487,3896,2050,34989,53,3896,21619,13880,6349,31088,19796,10754,26948,16867,9570,9695,17093,13706,7878,15695,4797,1874,846
92936,28005,10401,2733,45277,2966,26855,94310,26832,10707,2879,46998,2597,26182,74633,24070,7175,1879,35296,2007,18589,72977,22334,6729,1097,25549,640,5146,902,21542,71,5146,31730,19210,10063,40763,26537,13305,36797,23193,12823,2319,15557,12501,6493,15684,7382,2239,1748
94476,9104,7392,2906,71866,2112,22166,89018,8434,6222,2411,66367,1583,19931,77136,7963,4993,2016,58887,1346,15542,69262,7525,4154,1195,44080,380,3674,991,40430,127,3674,30612,19224,9559,39222,25096,13513,35559,21775,13219,3924,17599,13916,9429,15945,6274,1183,767
97402,14787,9014,4479,62890,1937,19174,95222,14076,9268,6101,59476,1773,19858,74760,11823,6154,3009,48841,1332,12554,64281,10892,5935,3327,33709,425,4288,2906,31370,41,4288,15538,9371,5309,23407,12211,10811,20557,9842,10428,6564,19081,14043,7168,10572,3759,499,297
92421,13836,11862,5306,57144,2917,28392,98871,14365,14339,5797,60703,3615,30893,68507,11713,7389,3608,41091,1855,18042,67898,12140,7659,2631,28179,537,6189,2232,24893,109,6189,20208,10520,8210,32240,16714,14886,30812,14580,15742,3857,17022,13278,7751,14193,4627,743,554
98243,11861,10654,4180,69630,2926,24853,95454,10392,10560,4838,68091,3062,23139,76640,10268,6927,2857,53723,1851,16083,72100,8965,6507,2293,40182,508,3467,2058,35747,47,3467,31559,18408,11081,42123,25240,16112,37661,21415,15680,3230,16178,14930,8794,16742,6221,1349,448
92504,19713,14600,6093,36731,3145,40496,88265,19028,12781,8311,29002,3434,40311,68494,16352,9536,3910,26231,2084,26770,60622,15296,7767,4051,10321,410,11870,3605,8721,130,11870,15910,8521,5905,22145,11530,10060,20502,9566,10537,4367,20288,12162,5700,7812,2450,415,334
99266,87349,2977,5350,1445,1208,887,99030,87398,3234,4769,1812,571,855,76916,69388,1931,3057,1052,837,517,74808,69737,1391,2577,625,402,107,1893,466,15,107,49721,22850,23460,53926,25657,27214,52770,23705,28224,3976,22138,11788,7151,14121,5422,1032,656
98537,79944,5032,3980,7613,1395,1342,100466,81361,5184,3812,8470,1177,180,82031,67274,3945,2833,6501,1030,1302,78985,68756,3379,2206,4050,347,84,1811,2864,106,84,50667,25709,19458,51038,29175,20340,49526,26765,21665,1526,8372,8976,5684,15589,6867,1197,3529
99678,81708,6515,3640,6011,1265,149,107968,87326,7453,4521,6324,997,133,72050,60866,4003,2033,3905,856,96,74566,65969,3576,2109,2329,370,33,1686,1922,34,33,38252,15701,19339,56022,26879,27987,62961,29402,32374,2451,12229,11128,6053,22847,8178,1900,948
