T_20_CENS_Total,T_20_CENS_White,T_20_CENS_Hispanic,T_20_CENS_Black,T_20_CENS_Asian,T_20_CENS_Native,T_20_CENS_Pacific,T_24_ACS_Total,T_24_ACS_White,T_24_ACS_Hispanic,T_24_ACS_Black,T_24_ACS_Asian,T_24_ACS_Native,T_24_ACS_Pacific,V_20_VAP_Total,V_20_VAP_White,V_20_VAP_Hispanic,V_20_VAP_Black,V_20_VAP_Asian,V_20_VAP_Native,V_20_VAP_Pacific,V_24_CVAP_Total,V_24_CVAP_White,V_24_CVAP_Hispanic,V_24_CVAP_Black,V_24_CVAP_Asian,V_24_CVAP_Native,V_24_CVAP_Pacific,V_24_CVAP_BlackAlone,V_24_CVAP_AsianAlone,V_24_CVAP_NativeAlone,V_24_CVAP_PacificAlone,E_16_PRES_Total,E_16_PRES_Dem,E_16_PRES_Rep,E_20_PRES_Total,E_20_PRES_Dem,E_20_PRES_Rep,E_24_PRES_Total,E_24_PRES_Dem,E_24_PRES_Rep,X_22_2022_Education_NoHS,X_22_2022_Education_HS,X_22_2022_Education_SomeCol,X_22_2022_Education_Assoc,X_22_2022_Education_Bach,X_22_2022_Education_Master,X_22_2022_Education_Prof,X_22_2022_Education_Doc
97299,76456,10002,6486,3053,592,100,97836,75692,11133,6016,2507,832,206,87452,70890,8048,5063,2325,434,83,83223,69892,7627,4071,1309,275,39,3717,1067,107,39,57689,35626,21091,67698,41470,25932,68050,38038,29433,3073,16569,16683,6399,21054,12340,4623,1866
95889,57481,19335,7393,5119,880,104,105835,60888,20595,9754,6600,1193,241,76337,47534,14546,5410,3833,655,74,70293,49018,12238,5015,3484,205,24,4193,3059,0,24,45265,25796,18306,52457,28844,23270,51847,24300,26888,5606,14381,12888,5578,19429,9030,3092,1258
103392,72004,16810,6694,4748,943,165,105415,72904,17397,7098,4061,780,84,85523,61340,12824,5398,3552,724,105,78545,60333,11550,4417,1886,284,8,4024,1372,22,8,51378,26782,23134,58265,30679,27171,56005,25566,29719,2591,10802,11056,5614,25579,10441,4389,2156
103457,48769,24153,18844,9053,1033,179,108232,47644,23696,24613,8796,1397,266,76499,37439,17174,13432,6409,733,133,70410,35778,14422,14403,5268,258,37,13514,4883,84,37,45886,26090,18463,55738,32478,22817,52897,27153,24953,3025,14743,10239,6311,18013,10407,2833,1774
104351,37519,32867,28326,5853,1156,209,105366,31537,38305,31310,5476,884,7,81523,31971,24819,20031,4390,856,151,72845,27836,23002,18584,2770,245,0,17819,2529,18,0,47496,30737,15351,53038,34465,18147,47939,28300,18964,5981,17324,15519,7970,16200,7074,1102,554
96838,37787,26799,25220,4655,1130,184,96720,36160,28369,26050,5101,1174,192,80955,34369,21723,18791,3804,909,136,68218,31853,18041,15411,1945,378,4,15059,1900,100,4,42122,27093,13970,48739,31184,17201,45411,27178,17679,7312,22496,14917,7201,15349,6031,1592,417
103767,49901,21752,21079,3268,1177,173,104784,45575,24495,25013,2703,961,85,86007,44438,16870,15539,2576,935,144,71186,39738,16015,13454,1549,431,36,12768,1186,192,36,41767,23078,17494,47974,26331,21269,43490,21113,21902,8716,21957,17373,6347,16663,5619,1615,618
104005,41136,21658,36048,2030,1511,132,105786,39187,23465,37446,2743,1460,85,83361,37239,15796,25811,1635,1191,101,67751,34492,10192,20896,1556,317,27,20476,1148,75,27,41104,24394,15700,46108,27245,18497,42213,22351,19413,12453,21109,14629,5342,13823,5171,1675,856
101510,17454,26273,54488,4250,1152,228,104564,16957,25667,57867,4258,834,204,78349,15334,20174,39869,3369,942,185,67863,14322,15481,35124,2526,366,56,33609,2297,32,56,39903,31446,7546,45505,35652,9524,41052,29916,10654,9434,21537,13410,8438,11002,4925,726,603
98831,9891,10265,77459,2191,679,199,99957,8676,13225,76778,2584,911,29,76476,9222,8166,57764,1809,509,166,61065,7129,8067,44197,1360,334,20,43469,1349,115,20,35356,31331,3456,40178,35191,4740,35897,29737,5815,9909,23283,12840,6732,8705,3349,556,697
97163,56428,23613,12547,3065,1402,202,95468,51365,25619,14118,3048,5017,401,83667,51699,18537,9399,2471,1153,149,69526,45047,14129,7349,2139,600,146,6769,1733,87,146,49189,28267,19568,55297,32642,22220,50734,28551,21630,7158,17456,13701,6638,18278,8384,3109,1448
101893,42678,33041,19877,6538,1012,192,105756,40322,35643,22718,7436,1393,307,82443,36314,25883,15012,5126,805,143,74031,34165,21686,13688,3528,207,142,13202,3290,11,142,50225,31038,17640,56944,35034,21442,53164,29470,22987,4582,15438,13997,8624,20574,7934,2997,1201
99174,18391,24659,53057,4318,1036,260,98737,15370,26436,53909,5070,1246,88,78191,16214,19649,39462,3416,810,217,64136,13164,15267,32203,3013,274,4,31566,2919,90,4,43146,34161,7992,48230,37130,10714,42771,30225,12038,8230,21202,13617,7470,11930,4353,798,398
103382,33063,14926,53415,2068,1153,162,107639,30825,16695,57870,2024,1557,212,83490,30444,11856,39282,1681,907,132,73526,26957,9496,34996,1346,357,13,34122,966,107,13,45409,34938,9378,50585,38397,11810,45544,31239,13795,10492,20287,13777,6053,16011,5250,2450,964
99469,58225,28720,8081,3180,1299,203,102616,55734,33250,9647,3529,1044,68,86317,52260,23778,6353,2624,1035,162,71109,44717,18625,5601,1732,457,48,4920,1454,134,48,44713,24514,18686,51803,27719,23693,47661,22330,24734,5586,16811,11738,6968,20283,9566,4290,1580
103440,34913,38054,28499,2876,1348,195,102281,34191,40308,26839,2771,1249,287,83137,29649,30181,21460,2307,1051,156,65585,25657,21168,16921,1086,280,60,16107,803,62,60,40115,27442,11447,45141,29315,15426,39719,22213,16979,8904,21222,13837,7229,14848,5420,2708,631
97718,28839,47195,17048,5186,2399,194,98841,25998,50849,17702,4686,1821,396,76228,23831,36358,12224,4002,1825,150,61817,21653,27481,9467,2178,505,279,8974,2110,274,279,31794,20126,10600,37626,22061,15196,34456,16950,17003,9205,21188,13773,6738,11343,3812,1057,326
96159,47455,31873,8578,8035,1115,226,97526,46590,30836,10372,8937,875,106,74881,38662,23549,6202,5996,835,179,68533,37228,19831,5536,5166,356,18,4499,4483,201,18,48625,26381,20674,55718,30016,25265,51546,24360,26423,4081,12437,11380,6970,18276,8344,3143,1146
98779,32109,51853,6140,7641,1110,139,101353,28755,56758,6573,8245,1300,58,73225,24979,37897,4341,5208,843,96,56527,21432,27967,3204,3438,233,31,2886,3345,16,31,44323,26543,16262,50554,27824,22287,47292,22665,23981,3001,8800,8692,6599,20603,10666,4137,1481
97210,19298,46565,27886,5294,1157,186,98216,17800,48358,30449,3785,1813,92,77340,16460,36731,21041,4143,903,142,65465,15436,28891,18647,1919,206,0,18172,1778,88,0,40845,28364,11340,47106,30754,15968,41848,23858,17498,5633,20523,13107,7758,12843,5168,1149,577
96596,19899,50531,18702,8491,951,159,96769,22255,49413,19198,7676,1074,61,76677,16350,40217,14393,6386,705,119,70606,18543,34358,12773,4157,227,0,12307,3814,121,0,48493,30777,16410,56902,33985,22520,53268,28459,24112,3726,18887,9777,6925,18052,7477,3117,937
95284,6313,30448,58496,2894,982,164,100852,7223,35182,60859,2958,2073,183,72952,5345,23671,43556,2325,757,134,63190,5615,18565,37500,1176,281,4,37072,1172,40,4,37654,32627,4216,43107,35679,7117,38316,28389,9512,8893,25131,14183,6828,9021,3590,767,531
95316,7072,66318,18478,5875,780,93,97000,7724,65475,20169,4589,1100,114,73637,4824,52136,14042,4451,598,72,62117,5708,39982,12964,3164,287,24,12573,3113,30,24,34856,24310,9579,41555,24867,16431,38929,19301,19175,6823,18242,9066,8529,14734,5932,1355,698
104707,3083,44585,59450,1379,667,148,102211,2486,44819,58887,1067,434,225,81769,1973,36294,45346,1036,531,120,64957,1379,24703,37859,704,170,0,37234,614,22,0,42606,37066,4769,47133,37048,9800,42557,29203,12946,13559,25428,11997,6396,8681,3141,946,268
104549,5816,34743,65152,1537,813,137,112070,6822,38595,68046,1422,555,62,80971,4438,27661,49612,1238,612,119,68340,4726,20301,42376,648,219,28,41822,536,112,28,39429,34946,3662,43955,36211,7413,39543,29009,10159,13096,26907,12397,6883,8995,3757,1371,349
99662,10944,31026,56247,3185,1093,151,101802,10118,32143,58980,2922,585,78,78477,8554,25277,43263,2618,860,120,58478,7304,16625,32515,1752,234,4,32129,1618,51,4,35302,29336,5183,38340,30031,7991,32727,22844,9489,12464,24645,10479,6864,9251,2939,967,263
97980,44017,43038,5436,2608,704,79,96182,39996,45381,6416,2814,608,49,80389,35981,35580,4425,2112,549,64,58123,26525,26280,3730,1372,110,48,3334,1120,4,48,35502,21347,13286,43240,22172,20829,41989,16372,25167,4435,12042,12860,5957,20012,9891,3835,1150
100800,3862,44178,55197,718,963,77,105238,3305,50056,53589,936,375,26,78583,2784,35313,42310,553,730,61,63434,2361,24612,35768,593,162,8,35454,544,46,8,34792,30967,3259,37565,30378,6921,31970,22899,8783,17388,23732,10066,6027,8080,2385,706,239
100360,17474,38772,44286,1881,1002,101,105692,15080,43962,46498,1464,1039,101,79128,14446,30757,33962,1470,808,84,60945,11300,21280,27494,673,226,5,27183,500,78,5,39561,32823,5779,43324,33867,9078,37750,26149,11054,12930,20788,9852,6330,12222,5833,1896,886
100392,40829,50187,5056,2976,1080,132,99861,37820,50590,5638,3966,466,160,86060,34525,43461,4341,2536,864,113,63426,27548,30167,3054,2176,248,12,2789,1672,155,12,41899,27344,13267,47802,27750,19653,44394,22102,21582,6893,13824,9571,8241,22739,9794,5158,2329
104037,14054,73336,17813,2142,1576,114,112338,13365,82756,16072,2610,1219,145,86702,12123,61346,14151,1830,1295,85,61825,10648,39504,9829,1480,175,18,9328,1379,74,18,26251,20185,5368,31803,20800,10711,29449,15787,13271,22895,20434,9217,6572,14431,5824,3459,1071
104566,5634,95952,5052,914,1111,73,108108,4657,99913,4216,1202,1015,75,86548,3551,80847,4116,729,904,67,54246,3009,49393,1416,267,129,12,1358,169,39,12,30391,17542,12033,34233,15397,18601,29920,11167,18477,22611,23010,9386,5927,11727,3147,1824,344
104951,8190,94145,3275,1098,617,66,106324,6628,96865,3747,1355,873,61,88934,6056,80768,2777,893,498,57,62818,5069,56210,1112,318,116,31,1048,221,57,31,38739,18973,18594,44894,17008,27606,41749,12986,28401,16319,23132,11851,7022,16234,4722,1645,677
100260,7568,88637,3826,1713,604,88,106203,5481,96351,4031,2203,233,19,80678,4929,72657,3048,1362,501,70,64852,3649,58825,1228,779,40,5,1205,737,4,5,38102,18710,18301,47089,17208,29582,46022,12760,32898,11032,19926,10795,8971,13969,4735,2066,1033
97566,4149,92119,2346,634,426,76,100301,2850,96674,1740,270,557,0,81536,2073,78636,1913,493,324,62,56562,1584,54531,241,123,40,8,232,115,4,8,32895,16014,16074,38072,12245,25646,35855,8121,27514,16820,25377,9737,8059,10523,2677,1373,302
102748,4233,97088,3023,462,418,58,99672,3349,94562,3421,476,265,88,87090,2228,83821,2603,348,324,43,54092,2030,50769,1008,180,48,55,997,153,38,55,31534,14646,16147,35519,10942,24413,32920,7287,25474,23505,25394,8054,5448,9357,2599,1233,374
98604,8772,83088,2706,3579,773,48,100064,8487,86357,2096,2716,614,95,76170,5537,65590,2148,2759,622,45,44540,4490,38315,657,898,91,26,517,877,8,26,26638,18040,7743,35433,17881,17296,36070,13986,21691,9246,9336,7170,6248,19254,8989,4024,748
97232,5592,88224,3189,1416,632,70,92752,4614,84831,3808,1311,509,28,81660,3521,75285,2813,1158,486,54,56172,3127,50750,1444,577,179,13,1370,522,138,13,36877,19537,16139,42849,16579,26015,40412,12303,27796,16954,18377,9090,5682,15207,4106,1902,733
103433,30470,62320,4870,3566,1045,126,98912,26692,60127,5791,5423,1408,98,87862,26368,52396,4236,3051,815,104,61852,20826,34397,3103,3023,243,16,2569,2550,172,16,33481,21280,10967,43770,25325,18072,41963,20443,20836,5014,9352,7753,4684,24774,13822,6556,2032
103929,28253,63185,8608,3677,961,139,104940,27975,61900,8322,5526,944,157,86089,23636,52089,7249,2964,791,118,70843,21531,40391,5601,2691,262,4,5047,2083,56,4,49231,29849,17421,56027,32393,23163,53932,28275,24889,4209,10295,7989,4545,22288,12281,5990,2506
100089,9174,87153,2855,1746,641,75,91926,9496,78778,3341,1454,387,122,83923,7034,73661,2492,1433,492,63,63796,7065,54442,1529,561,117,45,1425,451,97,45,46544,19509,25450,52886,17428,35085,50161,13673,36082,11456,18891,9549,8151,14460,5334,1881,1163
101533,8028,90291,2551,1707,552,46,95999,8605,85048,2203,1693,221,26,84039,5573,75910,2090,1377,410,34,69327,5907,62086,646,639,18,5,533,632,5,5,46364,21801,22954,54427,19542,34556,52673,14873,37406,12253,19590,11629,7206,14982,5456,2015,665
101839,10829,84035,5197,2819,1039,77,99350,11286,81546,5152,2749,381,63,81522,8016,67798,4298,2191,829,59,65258,7984,53111,2102,1750,129,26,1954,1712,83,26,39650,20790,17582,48317,19587,28395,47708,15119,32170,12300,18538,9525,8436,14785,4999,1754,878
104822,11932,82683,7231,4102,1014,110,106421,15149,79818,7079,4667,1076,213,83444,8789,66285,5870,3295,783,84,69985,10577,52511,3997,2346,93,114,3630,2150,10,114,42724,26736,14468,50936,26243,24361,49305,20142,28605,6536,18836,11139,9907,18524,5444,2118,808
97655,18698,66673,9344,3510,761,69,98412,20590,65206,9216,3854,844,60,80853,15815,54785,7699,2986,603,53,67508,15408,44143,5469,1451,239,43,5308,1308,29,43,45221,26694,16953,52273,27595,24279,49615,22687,26382,5718,14498,10645,7906,18872,7611,3153,1323
100913,7296,73680,19689,2342,895,81,106662,5969,77849,22902,2257,875,184,80829,5123,60003,15454,1887,716,62,66874,4086,47266,13563,1455,152,53,13274,1357,35,53,37198,25559,10631,44528,24474,19766,43444,18404,24698,11667,25073,11818,7268,13190,3112,1122,667
101132,29646,58163,9397,4405,926,112,102070,29416,59626,9116,4320,1014,16,78564,23712,44638,7129,3395,766,84,68347,22212,38620,5028,2104,230,8,4618,1942,46,8,48839,27992,19034,56698,29819,26426,54468,24298,29504,5565,13132,10286,6030,18359,7962,4480,2327
98180,8297,65696,24715,1935,1197,107,110280,10509,75412,26395,1300,818,153,71997,5690,49471,17036,1493,909,87,61143,6473,38956,15185,432,136,4,14450,402,21,4,25086,17543,6799,35535,20429,14817,39433,17005,22071,12729,19001,9555,7838,9929,2471,790,420
98262,9885,69581,19425,1713,2338,138,101178,9307,72015,20621,1351,1527,56,70303,7309,50198,13016,1238,1731,101,51860,6689,33833,10622,280,301,9,10354,249,173,9,22741,15271,6749,29545,16960,12331,29210,13210,15725,15165,15500,9679,5666,9122,3135,449,316
104473,56613,30932,14338,1928,1730,186,103914,53942,33204,14129,2029,1000,90,85800,50480,22979,10104,1462,1374,128,73810,47420,17311,7645,765,555,47,7323,372,44,47,46938,22280,22470,52652,25216,26845,49587,20754,28289,9969,21500,15006,6048,14835,6871,1861,995
103166,41067,8962,48657,3580,2242,551,100536,38856,9252,47686,4463,1303,850,77565,33204,5852,35039,2558,1563,363,72019,31270,4879,32722,2148,617,205,31881,1538,43,205,31576,17739,12968,36752,21708,14564,36461,21409,14825,8667,17208,14947,5794,9906,4944,1412,1044
103756,38016,7551,53555,4592,1900,488,103175,35977,8105,55796,4226,1785,136,79487,31431,5042,39262,3257,1383,349,77172,29775,4744,39745,1957,747,72,38525,1556,31,72,37082,22112,14008,43791,27821,15485,44030,28004,15791,6722,19231,16498,7128,12211,6719,1291,667
95451,39540,3639,48546,3100,1310,107,96807,38079,4609,50324,2922,956,149,74019,33279,2683,35175,2349,998,91,71838,31778,2162,35883,1134,492,81,34826,1101,14,81,40154,21919,17143,45941,26694,18699,44768,26000,18519,6902,17693,13911,5173,10471,6630,2828,997
102006,38232,6060,55419,1366,1479,130,100556,36701,5917,54891,1845,1641,167,78600,31850,4126,40753,1050,1167,91,74873,31051,2347,40016,862,934,47,39074,686,111,47,38001,21382,15946,43527,24310,18834,44207,24047,19985,11117,23316,14012,5786,5831,3747,696,551
97509,44680,8364,39341,4123,2108,259,95902,43344,8622,39704,4237,1506,606,73277,36479,5426,27348,3011,1543,153,69067,35825,3628,26733,1859,748,4,25647,1649,41,4,34964,15102,18768,41188,20398,20177,42599,21864,20427,5032,18755,14422,7852,9925,5266,1276,305
97460,56034,4874,32025,3305,1681,178,104521,57899,5880,35709,4172,1461,237,73598,43816,3011,23386,2295,1216,108,76503,44836,3154,25668,1913,688,232,25087,1513,62,232,36151,12160,23162,45779,16731,28503,51208,18957,32005,6441,19573,13617,6782,11713,6350,1375,1330
102364,44966,6494,48178,1898,1474,392,99922,42787,5573,49005,1428,1808,90,80773,37129,4685,36734,1448,1097,256,78041,35502,2697,37934,928,984,32,37312,738,221,32,39685,19752,19375,43630,21481,21828,43674,20609,22909,13188,24507,13964,4737,7323,3102,399,578
105065,28353,2789,72408,1090,1123,135,102042,26179,3080,71148,1045,999,51,81514,24434,1813,53935,836,898,96,76614,22301,1046,52183,537,600,11,51471,336,90,11,42081,27346,14171,44118,29060,14732,42227,27913,14185,11605,21447,14386,6151,8208,4138,1244,1027
95381,50181,6655,36772,802,1534,99,94157,49304,7245,36687,619,1497,47,73771,40993,3997,27349,567,1110,42,69756,39932,2083,26531,584,615,12,26176,564,127,12,34902,13092,21363,39571,15049,24301,39351,13814,25414,11018,23051,14106,6475,5926,2313,884,697
98281,59314,5056,31353,1093,1776,89,98850,59617,5343,31246,1301,1376,268,74845,47049,3162,22606,811,1340,66,73345,47282,2548,21979,613,544,6,21653,509,93,6,38056,12874,24476,44699,15480,28829,45843,15444,30256,9493,22602,13319,6717,8299,3332,738,509
99298,45710,6482,43352,2640,1801,310,100717,46531,7448,43407,3247,1820,224,74908,36624,4348,30980,1885,1322,230,74758,38134,3804,30637,1489,568,47,29894,1116,64,47,30669,13613,16264,37644,18194,18976,38599,16975,21429,6042,17654,12853,5991,9823,4340,1018,1109
99845,62773,10043,23920,1766,1806,116,100301,60555,11243,25068,1694,2727,76,75313,49610,6314,17072,1189,1339,78,71425,47773,3871,17527,866,1281,49,17305,806,123,49,36014,8662,26705,42090,11144,30618,43603,11371,32097,10478,23217,12554,6632,7487,3758,1019,446
97540,53270,4333,34851,3781,1522,242,93291,50672,3859,34384,3060,943,184,78955,45754,3218,25768,3025,1164,160,73401,43025,2652,25867,1429,464,48,25609,1024,53,48,43636,24585,17683,48990,28343,19977,50189,29076,20707,5339,15943,15735,4145,15865,7842,2448,1467
100006,44398,9530,40869,4227,1806,323,102270,43488,9853,44128,4302,2033,225,79740,38153,6466,30758,3451,1351,230,76451,37242,4034,31889,2272,689,28,30829,2098,32,28,39791,22980,15549,45515,27550,17289,46448,28013,18126,5171,17931,16507,5283,14407,6010,1960,1430
97745,41765,9927,39738,5365,1927,301,105318,42164,11246,46610,5490,1473,216,76020,35254,6867,28652,4159,1503,196,76689,36364,5214,31946,2292,382,85,30876,1972,37,85,28054,14725,12456,38915,22361,15971,44472,25669,18503,6848,16514,14407,5573,12760,6793,1201,830
96501,42634,10298,39922,2965,2469,919,101059,44383,11425,42377,3189,2286,858,71447,33708,6820,27932,2101,1740,560,72760,34495,6815,28045,1393,1028,243,26740,863,137,243,27976,13694,13575,36025,18469,17033,39994,19352,20439,6383,20411,15307,6305,7879,3025,549,513
98169,62588,7176,24991,1780,2061,304,98781,62004,7560,26119,2030,1423,227,77429,52212,4794,17702,1304,1527,209,75614,52325,3305,18001,1200,552,7,17394,662,99,7,38288,13216,24111,46984,17465,28947,49640,17716,31692,7629,18976,15374,6129,11521,5382,1564,753
96211,61197,7508,24045,1879,2171,246,98922,62085,8257,25591,2547,1582,133,73354,48252,5389,17162,1307,1573,144,72524,49123,4277,17040,938,825,12,16332,784,233,12,32645,9300,22581,39467,11884,27035,41529,11948,29385,9473,24494,14766,5482,7633,2564,670,334
102093,74089,6562,15925,2968,2820,309,109134,77681,8389,18517,3199,1349,420,73455,55102,3862,10614,1849,1989,189,76655,58389,4356,11600,1367,621,117,10721,1024,95,117,35771,8143,26469,49266,13527,34931,56666,16021,40375,5478,19442,15160,6439,12963,4936,918,432
102580,63166,4666,31475,1956,1703,191,105085,64985,4793,33301,2006,1971,480,81055,51596,3320,23606,1480,1269,141,81911,53756,2151,24441,890,827,31,23170,744,144,31,33667,12285,20336,40356,14836,24973,43806,14997,28616,7514,18777,12678,5416,9592,4197,812,1417
97465,74798,5756,14541,781,1757,100,99068,75467,6515,15008,937,1426,71,73964,58360,3588,10179,542,1333,69,73418,58978,2562,10672,345,743,18,10103,282,80,18,35000,5605,28880,42581,6890,35421,44995,6738,38157,11048,27532,12767,5909,4595,2628,1032,188
103860,66302,11805,23252,973,1942,199,104466,65903,12809,23514,1173,1736,73,77967,51814,7376,16782,723,1473,125,74953,52182,4502,16916,586,718,36,16499,312,73,36,34728,8436,25692,39627,9660,29635,40790,9109,31580,14094,26716,13148,5763,5894,2404,783,493
98748,56182,7713,32446,1412,1386,77,98633,55496,8431,32999,1057,1841,83,76192,45635,4948,23753,1036,1017,39,73334,45272,3223,23728,439,755,24,23261,307,77,24,35015,10751,23670,39681,12514,26779,41050,12469,28448,11108,24814,12971,7169,6005,2905,937,579
104459,60603,4985,37321,962,1243,100,103785,60068,5196,36982,775,952,199,81576,48608,3735,28082,708,957,86,79708,48581,2591,27375,458,675,12,27028,401,222,12,38636,12259,25782,44460,14351,29805,45286,13588,31570,11741,30229,13078,5262,6271,3321,901,321
103584,62052,9072,30493,882,1521,128,105326,60769,9883,30797,1097,3208,65,79077,49688,5634,22258,612,1115,70,77171,48872,3569,22295,450,2045,4,21552,390,187,4,34889,9746,24633,41376,11699,29347,41839,10790,30932,14507,27476,13602,5252,5570,2941,826,306
103633,62874,2662,35331,1139,1622,139,104794,63281,3060,35755,1278,1222,153,82040,51103,1770,26998,834,1241,75,81855,51515,1445,27190,799,859,153,26501,663,83,153,42973,17342,24732,50081,19911,29727,53399,19906,33293,8657,27049,14662,6253,7968,3472,1215,651
98547,43705,3167,50166,681,1165,149,98591,43441,3794,49891,634,1086,64,77550,36006,2024,38331,499,867,89,76289,35841,1456,37822,487,569,10,37361,428,47,10,40549,20972,19095,45631,23100,22225,46147,21995,23995,12654,27932,13306,5460,6347,1903,568,273
104560,29295,6628,65480,2652,1905,438,110981,27651,6516,74843,2356,1798,275,79467,24449,4928,47165,2206,1475,311,82062,22123,3744,53660,1159,761,115,52359,855,65,115,36363,26549,9141,43892,32674,10742,43432,32138,11106,8811,23372,16492,7874,8152,3492,719,373
102047,39102,4821,54490,2975,1698,303,95088,37069,5406,48915,3075,981,430,81432,33954,3517,40765,2501,1301,199,73251,32022,3315,35830,1693,362,33,34609,1279,45,33,38723,22265,15320,43124,26450,16039,40146,24519,15366,8030,20287,13678,5097,11137,4626,2314,1123
104663,69612,6894,18317,8216,2243,445,107424,71562,8395,18609,8018,1228,373,77201,53273,4232,12548,5680,1570,266,77365,54118,5132,12839,4313,651,0,11978,3737,136,0,46602,13026,31894,56962,19908,36133,59788,21134,38157,3704,14722,13925,6721,17133,7887,2833,2156
105059,61967,7114,31913,2585,2564,366,109640,64222,7018,34487,2665,1226,282,79797,49425,4487,22802,1715,1855,227,82132,52051,3121,24740,1395,657,40,23880,917,29,40,42142,14512,26579,51882,19527,31644,55520,20405,34847,8817,24903,14465,9149,9777,4558,1088,904
101847,75621,5597,14903,3976,1645,99,105558,76700,7139,15868,4181,1391,374,82628,62829,3913,11315,3119,1309,63,83414,64584,3807,11808,2246,757,40,11434,1864,72,40,44631,15924,27171,54885,20585,33585,60014,21658,37949,5000,15864,11376,4661,16065,7647,2721,2427
99933,50919,12650,30773,3870,1794,188,101669,51286,12877,31383,4672,2323,286,81471,45410,8789,22456,3375,1396,142,76518,45565,4696,23096,2323,1041,0,22264,1889,142,0,34332,23387,9469,40185,28650,10892,41667,28999,12255,6895,12341,10641,4054,13482,8040,1528,3237
102067,70702,11500,12690,5243,2379,152,107951,71489,14552,15058,5406,2373,95,75340,54170,7282,8754,3572,1741,97,75677,55421,6541,10081,2747,775,0,9484,2427,80,0,37341,8672,27122,49074,13652,34578,55945,16305,39282,7380,20022,15721,5600,10796,4951,1349,1392
99591,66935,2625,27200,970,1836,76,103760,69971,3280,27675,905,1889,72,78525,53681,1757,20947,683,1416,55,81038,56062,2128,21093,475,1267,62,20247,324,143,62,40692,11889,28033,49288,14473,34386,54797,15126,39481,9469,26157,14753,5577,7609,3400,1339,721
102743,79329,4065,15016,1836,2191,135,105886,80586,3966,17352,1932,1247,182,78997,61936,2597,11345,1210,1649,73,81405,64111,2569,12971,832,693,30,12519,604,56,30,47708,10836,35496,58910,14409,43876,66859,16271,50233,7065,22718,15314,6367,13136,5043,1229,658
101116,63170,8764,23725,3865,2223,135,105469,65196,10161,25834,3761,1257,21,76673,49825,5904,16843,2760,1657,102,76016,51294,5022,17204,1954,412,0,16473,1394,8,0,41388,12836,26971,51275,18687,31824,55445,21148,33885,6508,16694,14416,6008,15615,6340,1774,1196
100995,53463,8527,30784,6953,1997,166,104573,53939,9530,33536,6975,1525,204,78146,43830,5557,22835,4818,1403,95,75951,44273,4565,23596,2539,664,60,22708,2285,131,60,50562,21239,27614,60204,29971,29404,62582,32535,29502,3585,14681,12680,6273,19710,9341,1900,1396
101374,36331,7597,52528,4255,1962,164,103093,35351,7997,54087,5127,1039,233,76630,30197,4975,37547,3167,1478,105,76386,29587,3923,39298,3089,496,64,38486,2888,25,64,38305,20104,17251,45670,26694,18539,48432,29656,18496,9396,24854,12580,7456,9229,3910,631,358
101821,42032,7371,49572,2358,1804,166,109778,41132,9030,58352,2279,2340,109,76366,34225,4882,34956,1629,1376,106,77636,33254,4577,37931,1168,1251,5,36465,1049,40,5,38479,17476,19982,49889,27323,22032,54465,32023,22129,4936,21044,14948,6385,12069,4743,746,499
104823,45039,7135,47633,4107,2140,149,105981,41210,7924,53262,3873,1776,17,79100,35934,4550,34665,2962,1522,108,78264,33082,4402,37843,2045,798,8,36380,1768,70,8,47050,21804,24116,57299,31043,25673,59175,35253,23541,5030,22159,15242,7334,12070,5424,1083,782
95670,11896,10913,70174,3354,1678,149,98894,11155,9058,75829,3406,1485,183,71700,10728,7219,51337,2602,1233,95,70218,9830,3408,54307,1820,721,171,53365,1744,69,171,33137,26209,6293,40772,33385,7024,42203,34806,7148,7444,19229,14665,5415,10188,3740,1010,592
101413,9228,19752,65001,8067,2189,154,99843,8300,18889,63947,9108,2469,218,74578,8304,12575,47532,6336,1551,113,63740,6985,6784,43718,4762,844,24,42599,4646,150,24,27858,23240,4059,34366,28503,5523,33969,27935,5828,11131,21476,12153,5105,7533,2100,675,289
100512,4778,11881,81176,3562,1488,138,100187,3957,15472,77780,4541,1354,135,74300,4364,7584,59985,2784,1083,88,66637,3218,5672,54566,2650,445,4,53922,2622,42,4,31569,28801,2314,37206,33588,3266,35557,31462,3901,8386,20816,14650,6860,7861,3418,514,323
102841,30641,9985,59666,2109,1744,192,103374,27429,10642,62938,2775,2301,433,79149,26567,6397,43969,1620,1333,137,75530,23896,3911,45415,1219,879,4,44042,1030,39,4,41922,24326,16559,49708,32773,16460,50406,35292,14801,7371,19575,16270,6079,11451,5744,1167,734
103212,40605,6719,53439,1445,1831,234,110059,41243,8162,59202,2190,2307,4,77102,32521,4253,38399,1010,1353,133,78030,32631,3261,40238,762,846,0,38699,648,81,0,39537,20872,17832,49217,28265,20421,53805,31712,21803,6725,22357,17008,6183,9080,4659,752,517
96673,68499,5228,18804,2001,2130,129,103313,70150,6859,21152,2399,2921,456,73098,53647,3236,13165,1363,1571,77,76528,55911,3241,14238,1373,1765,31,13626,923,167,31,40472,8292,31125,51095,12682,37842,58376,15605,42407,8501,21064,14724,5446,9940,4482,1021,503
